2.4987E-01	3.6426E+03	4.5396E+03	9.2784E+00	2.7200E+01	4.2248E+01	2.7042E+03	7.5492E+01	1.2040E+02	3.3990E-01	8.0007E+01	5.1317E+01	2.6331E+03	2.5184E+01	5.1594E+01	3.1021E+03	2.2848E+01	6.5706E+01	2.3070E+02	3.4129E+02	9.4667E+01	7.7375E+01	3.2188E+01	8.8933E+00	2.6383E+01	6.8820E+00	1.8776E+01	1.6567E+00	3.2958E+01	1.3823E+01	2.3978E+01	1.2565E+00	1.8579E+01	2.2633E+00	4.8436E+00	2.2986E+00	1.7866E-02	8.3570E-01	9.8577E-02	5.3724E+01	4.3828E+01	6.3422E+01	5.3617E+01	2.4708E+01	6.2265E+01	2.2224E+01	3.9724E+01	4.1975E+01	5.0223E+01	4.7411E+01	4.1093E+01	1.8351E+01
2.5118E-01	3.6948E+03	4.5138E+03	9.2831E+00	2.7077E+01	4.2736E+01	2.7054E+03	7.4628E+01	1.2041E+02	3.3560E-01	8.0281E+01	4.8670E+01	2.6347E+03	2.1899E+01	4.9225E+01	3.1040E+03	2.2205E+01	6.5739E+01	2.3034E+02	3.4086E+02	9.4522E+01	7.7800E+01	3.2188E+01	8.8933E+00	2.6383E+01	6.8820E+00	1.8776E+01	1.6567E+00	3.2958E+01	1.3823E+01	2.3978E+01	1.2565E+00	1.8579E+01	2.2633E+00	4.8436E+00	2.2986E+00	1.7866E-02	8.3570E-01	9.8577E-02	5.3724E+01	4.3828E+01	6.2523E+01	5.3926E+01	2.4579E+01	6.1306E+01	2.1975E+01	4.0249E+01	3.4187E+01	4.4741E+01	4.7442E+01	4.1303E+01	1.9831E+01
2.5185E-01	3.6835E+03	4.5049E+03	9.4600E+00	2.6987E+01	4.2245E+01	2.7052E+03	7.4315E+01	1.2042E+02	3.3761E-01	8.0229E+01	5.1879E+01	2.6335E+03	2.4337E+01	4.9783E+01	3.1043E+03	2.1960E+01	6.5780E+01	2.2884E+02	3.4067E+02	9.4681E+01	7.7585E+01	3.2265E+01	8.8472E+00	2.5898E+01	6.9270E+00	1.8977E+01	1.6573E+00	3.2930E+01	1.3906E+01	2.3847E+01	1.1542E+00	1.8833E+01	2.2792E+00	4.8814E+00	2.2239E+00	1.7866E-02	8.3570E-01	9.8577E-02	5.3724E+01	4.3828E+01	6.2717E+01	5.4032E+01	2.4521E+01	6.0532E+01	2.1640E+01	4.0003E+01	4.3628E+01	4.6032E+01	4.7574E+01	4.1520E+01	2.0426E+01
2.5147E-01	3.6539E+03	4.5319E+03	9.3462E+00	2.6983E+01	4.2656E+01	2.7063E+03	7.5487E+01	1.2039E+02	3.3631E-01	8.0221E+01	4.9955E+01	2.6342E+03	2.4811E+01	4.8863E+01	3.1042E+03	2.2323E+01	6.5789E+01	2.2845E+02	3.4160E+02	9.4541E+01	7.7489E+01	3.2265E+01	8.8472E+00	2.5898E+01	6.9270E+00	1.8977E+01	1.6573E+00	3.2930E+01	1.3906E+01	2.3847E+01	1.1542E+00	1.8833E+01	2.2792E+00	4.8814E+00	2.2239E+00	1.7866E-02	8.3570E-01	9.8577E-02	5.3724E+01	4.3828E+01	6.3226E+01	5.3708E+01	2.4558E+01	6.1496E+01	2.2324E+01	4.0161E+01	3.7967E+01	4.3903E+01	4.7606E+01	4.1284E+01	1.9568E+01
2.4107E-01	3.6293E+03	4.5270E+03	9.3406E+00	2.7041E+01	4.2520E+01	2.7056E+03	7.5332E+01	1.2038E+02	3.4839E-01	8.0218E+01	4.8691E+01	2.6351E+03	2.4809E+01	5.0650E+01	3.1021E+03	2.3378E+01	6.5791E+01	2.2864E+02	3.4158E+02	9.4574E+01	7.7399E+01	3.2086E+01	8.7784E+00	2.6475E+01	6.7721E+00	1.8631E+01	1.6713E+00	3.3119E+01	1.3924E+01	2.4394E+01	1.2753E+00	1.8222E+01	2.2898E+00	4.7992E+00	2.2417E+00	1.7866E-02	8.3570E-01	9.8577E-02	5.3724E+01	4.3828E+01	6.3234E+01	5.3259E+01	2.4024E+01	6.0781E+01	2.2506E+01	4.0962E+01	3.4247E+01	4.8037E+01	4.7585E+01	4.0949E+01	1.7063E+01
2.4314E-01	3.6819E+03	4.4856E+03	9.2274E+00	2.6555E+01	4.2587E+01	2.7049E+03	7.5491E+01	1.2039E+02	3.4411E-01	8.0145E+01	5.0101E+01	2.6330E+03	2.4105E+01	5.1297E+01	3.1013E+03	2.3208E+01	6.5775E+01	2.3064E+02	3.4139E+02	9.4768E+01	7.6945E+01	3.2086E+01	8.7784E+00	2.6475E+01	6.7721E+00	1.8631E+01	1.6713E+00	3.3119E+01	1.3924E+01	2.4394E+01	1.2753E+00	1.8222E+01	2.2898E+00	4.7992E+00	2.2417E+00	1.7724E-02	8.3020E-01	9.7815E-02	5.4081E+01	4.3994E+01	6.2329E+01	5.3755E+01	2.3820E+01	6.3204E+01	2.2213E+01	4.1484E+01	3.8397E+01	4.9536E+01	4.7404E+01	4.0928E+01	1.7496E+01
2.6121E-01	3.7125E+03	4.5117E+03	9.3253E+00	2.6865E+01	4.2247E+01	2.7041E+03	7.5189E+01	1.2038E+02	3.5182E-01	7.9961E+01	5.0093E+01	2.6324E+03	2.4348E+01	4.9091E+01	3.0997E+03	2.3481E+01	6.5746E+01	2.2945E+02	3.4186E+02	9.4484E+01	7.7150E+01	3.2155E+01	8.9498E+00	2.6527E+01	6.9472E+00	1.8997E+01	1.6231E+00	3.3079E+01	1.3873E+01	2.3897E+01	1.1270E+00	1.8445E+01	2.2426E+00	4.8610E+00	2.3385E+00	1.7724E-02	8.3020E-01	9.7815E-02	5.4081E+01	4.3994E+01	6.3193E+01	5.4285E+01	2.5482E+01	6.2717E+01	2.2382E+01	4.1178E+01	3.8373E+01	4.4430E+01	4.7513E+01	4.0028E+01	1.6852E+01
2.6004E-01	3.7227E+03	4.5183E+03	9.3491E+00	2.7055E+01	4.2370E+01	2.7030E+03	7.4842E+01	1.2040E+02	3.5126E-01	7.9887E+01	5.1169E+01	2.6317E+03	2.7138E+01	5.1620E+01	3.1000E+03	2.1881E+01	6.5691E+01	2.2972E+02	3.4149E+02	9.4609E+01	7.6883E+01	3.2155E+01	8.9498E+00	2.6527E+01	6.9472E+00	1.8997E+01	1.6231E+00	3.3079E+01	1.3873E+01	2.3897E+01	1.1270E+00	1.8445E+01	2.2426E+00	4.8610E+00	2.3385E+00	1.7724E-02	8.3020E-01	9.7815E-02	5.4081E+01	4.3994E+01	6.3017E+01	5.4207E+01	2.5597E+01	6.2698E+01	2.2367E+01	4.1247E+01	4.1540E+01	5.0282E+01	4.7491E+01	4.0940E+01	2.0689E+01
2.5202E-01	3.6840E+03	4.5100E+03	9.4889E+00	2.6562E+01	4.2508E+01	2.7038E+03	7.5205E+01	1.2039E+02	3.4324E-01	7.9975E+01	5.0968E+01	2.6326E+03	2.7014E+01	5.0399E+01	3.0987E+03	2.2701E+01	6.5652E+01	2.3059E+02	3.4171E+02	9.4552E+01	7.7454E+01	3.2386E+01	8.9165E+00	2.6371E+01	6.8947E+00	1.8419E+01	1.6744E+00	3.2703E+01	1.3805E+01	2.3886E+01	1.1540E+00	1.8969E+01	2.2680E+00	4.7573E+00	2.2343E+00	1.7724E-02	8.3020E-01	9.7815E-02	5.4081E+01	4.3994E+01	6.2167E+01	5.3401E+01	2.5216E+01	6.0319E+01	2.2334E+01	4.0974E+01	4.0947E+01	4.7457E+01	4.7419E+01	4.0300E+01	1.8707E+01
2.5513E-01	3.6437E+03	4.4767E+03	9.3231E+00	2.7103E+01	4.2172E+01	2.7059E+03	7.5086E+01	1.2040E+02	3.4227E-01	8.0198E+01	4.9277E+01	2.6355E+03	2.5935E+01	5.1530E+01	3.1013E+03	2.3752E+01	6.5675E+01	2.3041E+02	3.4215E+02	9.4716E+01	7.7579E+01	3.2386E+01	8.9165E+00	2.6371E+01	6.8947E+00	1.8419E+01	1.6744E+00	3.2703E+01	1.3805E+01	2.3886E+01	1.1540E+00	1.8969E+01	2.2680E+00	4.7573E+00	2.2343E+00	1.7724E-02	8.3020E-01	9.7815E-02	5.4081E+01	4.3994E+01	6.2861E+01	5.3800E+01	2.4911E+01	5.8692E+01	2.2413E+01	4.1093E+01	3.5971E+01	5.0075E+01	4.7437E+01	4.1338E+01	1.6186E+01
